Company_Brand,Sector,Stage,Funding_Year,Amount($),HeadQuarter,What_it_does,Year_Founded,Founders,Investor
OYO,Hospitality,Series F2,2021,5000000.0,Gurugram,OYO is a global travel tech company that connects its patrons and guests.,2013,Ritesh Agarwal,Microsoft
Rapido,Information Technology & Services,Unknown,2021,52000000.0,Bangalore,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,2015,"Aravind Sanka, Pavan Guntupalli, SR Rishikesh","Shell Ventures, Yamaha, Kunal Shah"
YPay,FinTech,Unknown,2021,400000.0,Noida,YPay Card is the new way to manage money.,2017,Dr Navneet Gupta,We Founder Circle
SleepyCat,Furniture,Unknown,2021,3800000.0,Mumbai,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,2017,Kabir Siddiq,"Saama Capital, DSG Consumer Partners, Sharrp Ventures"
Ultrahuman,Healthcare,Unknown,2021,17500000.0,Bangalore,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,2020,"Mohit Kumar, Vatsal Singhal",Tiger Global’s Scott Schleifer
UpScalio,E-commerce,Unknown,2021,42000000.0,Gurugram,"UpScalio is India’s next generation, data-driven consumer goods company.",2021,Gautam Kshatriya,
Yellow Class,EdTech,Unknown,2021,6000000.0,Gurugram,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",2020,"Anshul Gupta, Arpit Mittal",Elevation Capital
Yojak,B2B marketplace,Unknown,2021,3800000.0,Gurugram,India’s first B2B online marketplace for building material.,2019,Anuj Jain,Info Edge Ventures
CreatorStack,Computer software,Unknown,2021,2000000.0,Bangalore,Helping creators globally to engage deeply with their fans and communities,2019,"Ankit Acharya, Kevin William David",Accel
Expertrons,EdTech,Unknown,2021,2300000.0,Mumbai,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2019,"Jatin Solank, Vivek Gupta","Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels"
Rage Coffee,Food & Beverages,Unknown,2021,5000000.0,New Delhi,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",2018,Bharat Sethi,Sixth Sense Ventures
Klub,Financial Services,Unknown,2021,20000000.0,Bangalore,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,2019,"Anurakt Jain, Ishita Verma","9Unicorns, Sequoia Capital India’s Surge"
Navia Life Care,Healtcare,Unknown,2021,1000000.0,New Delhi,Navia Life Care is a health technlogy company with a special focus on patient care.,2016,"Nupur Khandelwal, Kunal Kishore Dhawan, Gaurav Gupta","Anicut Angel Fund, 9 Unicorns"
1K Kirana Bazaar,Retail,Unknown,2021,7000000.0,Gurugram,India's First and Largest Network of Small-Town Kirana Stores,2018,"Abhishek Halder, Anilesh Yadav, Kumar Sangeetesh","Info Edge, FalconEdge"
Zupee,Gaming,Unknown,2021,30000000.0,Gurugram,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications",2018,"Dilsher Singh, Siddhant Saurabh","WestCap Group, Tomales Bay Capital"
Locale.ai,Location Analytics,Unknown,2021,1000000.0,Bangalore,Location Analytics for Companies With Moving Assets and Ground Operations.,2019,"Rishabh Jain, Aditi Sinha","Chiratae Ventures, Better Capital"
VerSe Innovation,Media,Unknown,2021,450000000.0,Bangalore,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.",2018,Umang Bedi,"Siguler Guff, Baillie Gifford"
MetroRide,Transportation,Unknown,2021,0.0,Bangalore,"Urban Mobility Affordable, Punctual & Sustainable.",2020,"Girish Nagpal, Kaaman Agarwal",
Miko,Consumer Electronics,Unknown,2021,28000000.0,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2015,"Sneh R Vaswani, Prashant V Iyengar, Chintan S Raikar","IIFL AMC, Mankind Pharma Family Office, Aroa Ventures"
Whiz League,EdTech,Unknown,2021,300000.0,New Delhi,Revolutionizing learning experience that goes beyond academia,2020,"Natasha Jain, Sonia Agarwal Bajaj",ITI Growth Opportunities
Hash,Tobacco,Unknown,2021,3500000.0,New Delhi,Hash is a new startup in consumer goods.,2020,Shwetank Jain,Amrac Investment Trust
Unacademy,EdTech,Unknown,2021,0.0,Bangalore,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,2015,"Gaurav Munjal, Hemesh Singh, Roman Saini",Bhavin Turakhia
Log 9 Materials,Deeptech,Series A+,2021,8500000.0,Bangalore,Log9 Materials is on a mission to make global energy 100% clean.,2014,"Akshay Singhal, Kartik Hajela",Amara Raja Batteries
upGrad,EdTech,Unknown,2021,25000000.0,Mumbai,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.",2015,"Phalgun Kompalli, Ronnie Screwvala, Mayank Kumar",India Infoline Finance
FlashPrep,EdTech,Pre-seed,2021,500000.0,Bangalore,FlashPrep is the smart way to master learning.,2020,"Dhiresh Nagwani, Ashwini Dhekane",Venture Highway
Kenko Health,Insuretech,Pre-series A,2021,1700000.0,Mumbai,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience",2019,"Aniruddha Sen, Dhiraj Goel","BEENEXT, Orios"
Wiz Freight,Logistics & Supply Chain,Seed,2021,3500000.0,Chennai,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",2020,"Ramkumar Govindarajan, Ramkumar Ramachandran",Axilor
Credgenics,Financial Services,Series A,2021,25000000.0,New Delhi,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,2018,"Rishabh Goel, Mayank Khera, Anand Agrawal","Westbridge Capital, Tanglin Venture Partners"
BlueLearn,EdTech,Pre-seed,2021,400000.0,Goa,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!",2020,"Harish Uthayakumar, Shreyans Sancheti","100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha"
NimbleBox.ai,MLOps platform,Seed,2021,1000000.0,Chennai,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,2018,"Anshuman Pandey, Rohan Pooniwala",Venture Catalysts
Pickrr,Logistics & Supply Chain,Series B,2021,12000000.0,Gurugram,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,2015,"Rhitiman Majumdar, Gaurav Mangla, Ankit Kaushik","IIFL, Amicus Capital, Ananta Capital"
Stellaris Venture Partners,Venture Capital,Unknown,2021,225000000.0,Bangalore,Early-stage tech VC in India.,2015,"Ritesh Banglani, Alok Goyal, Rahul Chowdhri",
Grip Invest,Financial Services,Series A,2021,3000000.0,Gurugram,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",2020,"Nikhil Aggarwal, Vivek Gulati","Venture Highway, Endiya Partners"
Heads Up For Tails,Pet care,Series A,2021,37000000.0,New Delhi,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",2008,Rashi Sanon,"Verlinvest, Sequoia Capital India"
Blue Tokai Coffee Roasters,Food & Beverages,Pre-series B,2021,2000000.0,New Delhi,"Source, roast, and brew India's best single-origin Arabica coffee.",2012,"Matt Chitharanjan, Shivam Shahi, Namrata Asthana",Anicut Angel Fund
Neeman,Consumer Goods,Series A,2021,2000000.0,Hyderabad,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,2017,Taran Chhabra,Sixth Sense Ventures
BharatPe,FinTech,Series E,2021,370000000.0,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2018,"Ashneer Grover, Shashvat Nakrani",Tiger Global
GoSats,FinTech,Seed,2021,700000.0,Bangalore,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,2020,"Mohammed Roshan, Roshni Aslam","Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital"
StockGro,FinTech,Pre-series A,2021,5000000.0,Bangalore,Making Investment Social- India's First Social Trading Platform,2020,Ajay Lakhotia,"Roots Ventures, Velo Partners"
Onsurity,Healthcare,Series A,2021,16000000.0,Bangalore,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",2020,"Yogesh Agarwal, Kulin Shah",Nexus Venture Partners
Khabri,Media,Pre-series A,2021,2000000.0,Gurugram,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,2017,"Pulkit Sharma, Aankit Roy, Sandeep Singh",
Celcius,Logistics,Unknown,2021,500000.0,Mumbai,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,2020,Swarup Bose,"Mumbai Angels Network, Huddle, Lumis Partners"
AyuRythm,Healthcare,Seed,2021,0.0,Bangalore,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,2017,Abhilesh Gupta,SucSEED Indovation Fund
Enguru,EdTech,Pre-series A,2021,0.0,Bangalore,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,2014,"Arshan Vakil, Tahem Veer Verma, Udit Hinduja","Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni"
Rocket Skills,EdTech,Pre-seed,2021,200000.0,Gurugram,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,2020,"Vibhu Bahuguna, Mohit Jain","Better Capital, First Cheque, Titan Capital"
RenewBuy,FinTech,Series C,2021,10000000.0,Gurugram,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",2015,Balachander Sekhar,Evolvence Capital
Faarms,AgriTech,Seed,2021,2000000.0,Bangalore,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,2020,"Taranbir Singh, Alok Duggal",
UrbanMatrix Technologies,Drone,Unknown,2021,100000.0,Chennai,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,2019,"Rishabh Verma, Ashutosh Kumar, Divyanshu Pundir",SARA ELGI
Jupiter,Banking,Series B,2021,44000000.0,Mumbai,"A digital banking experience that keeps pace with you, and helps master money too.",2019,Jitendra Gupta,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India"
Pixuate,Deeptech,Seed,2021,1000000.0,Bangalore,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",2012,"Akshata Kari, Prathvi Palekar",SucSEED Indovation Fund
Playo,SportsTech,Pre-series A,2021,500000.0,Bangalore,Playo is a one stop destination app for all things sports,2014,Daanish Suhail,ah! Ventures High Tables
Toothsi,Health,Series B,2021,20000000.0,Mumbai,India’s first and largest at home smile makeover service using invisible aligners.,2018,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale","Eight Roads Ventures, Think Investments, Mankekar Family Office"
Soothe Healthcare,Consumer Goods,Series C,2021,10000000.0,New Delhi,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",2012,Sahil Dharia,A91 Partners
Goodmeetings,Computer software,Series A,2021,1700000.0,Bangalore,AI-Based Platform Built Exclusively for Remote Selling,2020,Srinivasan Narayan,Chiratae Ventures
Apnaklub,Wholesale,Seed,2021,3500000.0,Bangalore,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,2020,"Shruti, Manish Kumar",Sequoia’s Surge
ChefKart,Consumer Goods,Pre-seed,2021,300000.0,Gurugram,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",2020,"Vaibhav Gupta, Arpit Gupta, Aman Gupta","Lead Angels, Titan Capital, Pravega Ventures"
Fashinza,Apparel & Fashion,Series A,2021,20000000.0,Gurugram,A new-age supply chain and product development platform for the fashion industry.,2020,"Pawan Gupta, Abhishek Sharma","Accel Partners, Elevation Capital"
Fabheads,Industrial Automation,Pre-series A,2021,0.0,Chennai,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,2015,Dhinesh Kanagaraj,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd"
QuickShift,Logistics & Supply Chain,Seed,2021,770000.0,Pune,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",2016,Anshul Goenka,"Anicut Angel Fund, Axilor Ventures"
StackBOX,Logistics & Supply Chain,Unknown,2021,1200000.0,Bangalore,DISTRIBUTION SIMPLIFIED,2016,"Shanmukha Boora, Sabyasachi Bhattacharjee","Ecosystem Ventures, CMM group"
MedPrime Technologies,Healthcare,Seed,2021,0.0,Thane,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",2014,"Samrat, Greeshma Unnikrishnan, Binil Jacob, Mahesh Kumar Rathor","Mumbai Angels Network, Social Alpha"
infra.market,Construction,Series D,2021,125000000.0,Thane,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,2016,"Souvik Sengupta, Aaditya Sharda",Tiger Global
CollegeDekho,E-learning,Series B,2021,35000000.0,Gurgaon,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",2015,Ruchir Arora,"Disrupt ADQ, QIC"
BOX8,Food & Beverages,Unknown,2021,40000000.0,Mumbai,India's Largest Desi Meals Brand,2012,"Anshul Gupta, Amit Raj",Tiger Global
Simpl,Consumer Services,Series B,2021,40000000.0,Bangalore,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",2015,"Nitya, Chaitra Chidanand","Valar Ventures, IA Ventures"
8i Ventures,Venture Capital & Private Equity,Unknown,2021,50000000.0,Mumbai,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,2018,Vikram Chachra,
PayGlocal,Financial Services,Series A,2021,4900000.0,Bangalore,PayGlocal is a FinTech solving for global payments acceptance,2021,"Prachi Dharani, Rohit Sukhija, Yogesh Lokhande",Sequoia Capital India
Curefit,"Health, Wellness & Fitness",Unknown,2021,145000000.0,Bangalore,Tata Digital-backed Curefit,2016,"Mukesh Bansal, Ankit",Zomato
Pocket FM,OTT,Series B,2021,22000000.0,Bangalore,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.",2018,"Rohan, Nishanth Srinivas, Prateek Dixit","Lightspeed, Times Group, Tanglin Venture Partners"
CHARGE+ZONE,Automotive,Unknown,2021,10000000.0,Vadodara,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,2018,Kartikey Hariyani,Venture Catalysts
PlanetSpark,Education Management,Series B,2021,13000000.0,Gurugram,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,2017,"Maneesh Dhooper, Kunal Malik","Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni"
LenDenClub,Financial Services,Series A,2021,10000000.0,Mumbai,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,2015,"Bhavin Patel, Dipesh Karki","Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund"
CometChat,Computer Software,Series A,2021,10000000.0,Mumbai,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",2009,"Anuj, Anant Garg",Signal Peak Ventures
AgroStar,AgriTech,Series D,2021,70000000.0,Pune,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",2013,"Shardul, Sitanshu Sheth","Evolvence, Hero Enterprise"
Bizongo,Information Technology & Services,Series D,2021,100000000.0,Mumbai,Bizongo is India’s largest B2B platform for made-to-order products.,2015,"Sachin Agrawal, Aniket Deb, Ankit Tomar",Tiger Global
Probus Insurance,Insurance,Unknown,2021,6700000.0,Mumbai,Probus Insurance is a leading InsurTech platform in India.,2002,Rakesh goyal,BlueOrchard Impact Investment Managers
MoEngage,Software Startup,Series D,2021,30000000.0,Bangalore,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,2014,"Raviteja Dodda, Yashwanth Kumar",Steadview Capital
CloudSEK,Computer & Network Security,Series A,2021,7000000.0,Bangalore,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,2015,Rahul Sasi,MassMutual Ventures
Exponent Energy,Automotive,Pre-series A,2021,5000000.0,Bangalore,Simplifying energy for EVs by building a Flexible Energy Stack.,2020,"Arun Vinayak, Sanjay Byalal",YourNest VC
Trinkerr,Capital Markets,Series A,2021,6600000.0,Bangalore,Trinkerr is India's first social trading platform.,2021,"Manvendra Singh, Gaurav Agarwal",Accel India
Zorro,Social network,Seed,2021,32000000.0,Gurugram,Pseudonymous social network platform,2021,"Jasveer Singh, Abhishek Asthana, Deepak Kumar","Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose"
Ultraviolette,Automotive,Series C,2021,150000000.0,Bangalore,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,2021,"Subramaniam Narayan, Niraj Rajmohan","TVS Motor, Zoho"
NephroPlus,Hospital & Health Care,Series E,2021,24000000.0,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",2009,Vikram Vuppala,IIFL Asset Management
Unremot,Information Technology & Services,Seed,2021,700000.0,Bangalore,Unremot is a personal office for consultants!,2020,Shiju Radhakrishnan,Inflection Point Ventures
FanAnywhere,Financial Services,Seed,2021,0.0,Bangalore,Celebrity NFT platform,2021,"Varun Chaudhary, Amit Kumar","Oasis Capital, Scorpio VC, DeltaHub Capital"
PingoLearn,E-learning,Unknown,2021,200000.0,Pune,PingoLearn offers language learning courses with snackable videos.,2021,"Mohit Menghani, Shubham Maheshwari","Titan Capital, Haresh Chawla, AngelList Syndicate"
Spry,Music,Seed,2021,1500000.0,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,2021,"Gaurav Dagaonkar, Meghna Mittal","9Unicorns, Ashneer Grover"
Enmovil,Information Technology & Services,Pre-series A,2021,1300000.0,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,2015,"Ravi Bulusu, Nanda Kishore, Venkat Moganty",Anicut Angel Fund
ASQI Advisors,Financial Services,Pre-series A,2021,1000000.0,Mumbai,Bringing Blockchain technology intro mainstream finance!,2019,Swapnil Pawar,Founders Room Capital
Insurance Samadhan,Insurance,Pre-series A,2021,725000.0,New Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,2018,Deepak Bhuvenshwari Uniyal,"9Unicorns, ZNL"
Evenflow Brands,Consumer Goods,Unknown,2021,500000.0,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,2020,"Utsav Agarwal, Pulkit Chhabra",
MasterChow,Hauz Khas,Seed,2021,461000.0,Food & Beverages,A ready-to-cook Asian cuisine brand,2020,"Vidur Kataria, Sidhanth Madan",WEH Ventures
Fullife Healthcare,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,Series C,2021,22000000.0,Pharmaceuticals	#REF!,Varun Khanna,2009,Morgan Stanley Private Equity Asia,Unknown
MoEVing,MoEVing is India's only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,Seed,2021,5000000.0,Gurugram	#REF!,"Vikash Mishra, Mragank Jain",2021,"Anshuman Maheshwary, Dr Srihari Raju Kalidindi",Unknown
Pristyn Care,Hospital & Health Care,Series E,2021,96000000.0,Gurugram,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,2018,"Harsimarbir (Harsh) Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney","Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal"
Plix,"Health, Wellness & Fitness",Series A,2021,5000000.0,Mumbai,Plant-based nutraceutical firm,2018,"Rishubh Satiya, Akash Zaveri","Guild Capital, RPSG Capital Ventures"
Uni Cards,Financial Services,Series A,2021,70000000.0,Bangalore,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.",2020,"Nitin Gupta, Prateek Jindal, Laxmikant Vyas","General Catalyst, Eight Roads Ventures, Elevation Capital"
Practically,E-learning,Unknown,2021,5000000.0,Hyderabad,An experiential learning app for grades 6th to 12th.,2018,"Subbarao Siddabattula, Charu Noheria, Ilangovel Thulasimani","NB Ventures, Earlsfield Capital"
Nestasia,Retail,Series A,2021,4000000.0,Kolkata,"Artisanal, Handmade, bio conscious crafts from South East Asia.",2018,"Aditi Murarka Agrawal, Anurag Agrawal","Varun Alagh, Sahil Barua"
Vedic Cosmeceuticals,Cosmetics,Series A,2021,32000000.0,Noida,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,2002,Mohit Goel,Sixth Sense Ventures
Juspay,FinTech,Series C,2021,60000000.0,Bangalore,Enable frictionless payments for the billion Indians.,2012,"Vimal Kumar, Ramanathan RV",SoftBank Vision Fund 2
TranZact,Information Technology & Services,Series A,2021,7000000.0,Mumbai,A mission to digitize millions of Indian SMEs so they can grow better.,2017,"Ritesh Kumar, Sharad Sen Sharma, Rohan Sen Sharma","Tribe Capital, Prime Venture Partners"
Atomberg,Consumer Electronics,Unknown,2021,20000000.0,Mumbai,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,2012,"Manoj, Sibabrata Das",Jungle Ventures
Ola,Mobility,Unknown,2021,500000000.0,Bangalore,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",2010,Bhavish Aggarwal,Marquee international institutional investors
Mohalla Tech,Social media,Series G,2021,266000000.0,Bangalore,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",2015,"Ankush Sachdeva, Bhanu Pratap Singh",Alkeon Capital
Stack,Financial Services,Seed,2021,4500000.0,Bangalore,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,2020,"Smriti Tomar, Tushar Vyas","Y Combinator, Harvard Management"
PropReturns,Real Estate,Unknown,2021,1200000.0,Mumbai,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,2020,"Jayant Panwar, Kenish Shah","Y Combinator﻿, ﻿Goodwater Capital"
WeSkill,E-learning,Pre-seed,2021,4000000.0,Gurugram,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,2020,"Shaurya Joshi, Shashank Patidar, Praneet Agarwal","Shrishti Sahu, Umang Vohra"
Fitpage,"Health, Wellness & Fitness",Unknown,2021,300000.0,Mumbai,"An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.",2020,Vikas Singh,"Astra Ventures, Gaurav Jaitly"
ShopMyLooks,Digital platform,Unknown,2021,200000.0,Noida,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,2021,Rohit Jaiswal,"Capital A, Collective Artists Network"
ByteLearn,E-learning,Seed,2021,9500000.0,Noida,AI powered teaching assistant for 100 Mn teachers across the world,2021,,"Aditya Singhal, Nishant Sinha"
Dista,Computer Software,Seed,2021,1200000.0,Pune,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,2017,"Nishant Kumar, Shishir Gokhale, Deepak Garg",Pentathlon Ventures
OfBusiness,Financial Services,Unknown,2021,325000000.0,Gurugram,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.",2015,"Ruchi Kalra, Asish Mohapatra","Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II"
Bizongo,B2B Ecommerce,Series D,2021,100000000.0,Mumbai,izongo is India’s largest B2B platform for made-to-order products.,2015,"Sachin Agrawal, Aniket Deb, Ankit Tomar",Tiger Global
FRND,Online Media,Series A,2021,6500000.0,Bangalore,FRND is an audio dating app for Bharat,2019,"Bhanu Pratap Singh Tanwar, Hardik Bansal, Harshvardhan Chhangani",KRAFTON
Metadome,Computer Software,Pre-series A,2021,4000000.0,Bangalore,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.",2017,"Kanav Singla, Prashant Sinha, Shorya Mahajan","Chiratae Ventures, Lenskart Vision Fund"
Keka HR,Information Technology & Services,Unknown,2021,1600000.0,Hyderabad,Keka is a simple and intuitive HR software unlike the traditional HR systems.,2014,Vijay Yalamanchili,Recur Club
The Gourmet Jar,Food & Beverages,Unknown,2021,150000.0,Noida,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",2012,Apeksha Jain,DevX Venture Fund
Flo Mobility,Industrial Automation,Unknown,2021,400000.0,Bangalore,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.",2019,"Manesh Jain, Mohan Kumar","DevX Venture Fund, Blume Founder Fund"
Yodacart,E-commerce,Pre-seed,2021,225000.0,Thane,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,2019,Vikas Sharma,Ajith Daneil
TheHouseMonk,Real Estate,Unknown,2021,5000000.0,Bangalore,A complete property management software platform for team&customers.,2019,"Ajay Kumar, Balaji Varadharajan",Aurum Proptech
Zepto,E-commerce,Unknown,2021,100000000.0,Bangalore,"Ability to consistently deliver 2,500+ products in 10 minutes flat.",2021,"Aadit Palicha, Kaivalya Vohra",Y-Combinator
Sirona Hygiene,"Health, Wellness & Fitness",Unknown,2021,10000000.0,New Delhi,"An award-winning brand, committed to solving those Intimate & Menstrual Hygiene issues for women",2015,Deep Bajaj,The Good Glamm Group
Jumbotail,B2B Ecommerce,Series C,2021,85000000.0,Bangalore,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores",2015,"S Karthik Venkateswaran, Ashish Jhina",Invus
Captain Fresh,Logistics & Supply Chain,Series B,2021,40000000.0,Bangalore,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,2019,Utham Gowda,"Tiger Global, Prosus Ventures"
Deciwood,Consumer Electronics,Unknown,2021,200000.0,New Delhi,"Deciwood makes Eco-friendly wooden speakers using latest technology of Energy tube to enhance sound quality, all products are handmade by skilled people of the industry.",2018,Ananya Meena,"Shuru Up, Ankit Kedia, Arun Gupta"
Kohbee,E-learning,Pre-seed,2021,235000.0,Bangalore,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end.",2019,"Rohan Sinha, Shashwat Aditya","Ankit Mehrotra, Saurabh Aggarwal"
Perfora,Consumer Goods,Pre-seed,2021,260000.0,Gurugram,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally.",2021,"Tushar Khurana, Jatan Bawa",Sauce.vc
Unbox Robotics,Logistics & Supply Chain,Series A,2021,7000000.0,Pune,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.,2019,"Pramod Ghadge, Shahid Memon, Rohit Pitale","3one4 Capital, Sixth Sense Ventures"
Ninety One,Consumer Goods,Series A,2021,30000000.0,Ahmedabad,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.",2015,"Sachin Chopra, Vishal Chopra",A91 Partners
Gobillion,Social commerce,Seed,2021,2900000.0,New Delhi,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,2020,"Roshan Farhan, Kulapradip Bharali","YCombinator, Justin Mateen, Pioneer Fund"
